split,model,n_images,dice,iou,sensitivity,precision,specificity,accuracy,hd95,cldice,boundary_f1
val,F0,449,0.7932073032208692,0.6651994535354168,0.8223538872379645,0.7831109215225811,0.9732052510330079,0.9580585165391284,18.809280680238025,0.887155337878089,0.6848077843780952
val,F3,449,0.7937618259305084,0.6652251814215793,0.8163594417613586,0.7875612542689421,0.9745649670389127,0.9586253686584126,18.760214277921154,0.886930447557352,0.6922465686668234
val,ensemble,449,0.799580216111684,0.6732760695189004,0.819278401929886,0.7963869405572124,0.9756026427083246,0.9598628598497564,17.63148117987981,0.8927795600808132,0.6994838191640351
