split,model,n_images,dice,iou,sensitivity,precision,specificity,accuracy,hd95,cldice,boundary_f1
test,F0,436,0.7571260858418394,0.619890818217093,0.8098622056667818,0.7293340493002353,0.9627953174598202,0.9474952067811911,21.71759690925809,0.8468173833181536,0.6346251548017956
test,F3,436,0.753626641857856,0.6156429448996268,0.8012712715340299,0.7289931490300837,0.9642518034978343,0.9475571868624509,23.69592561797533,0.8429097899085365,0.6383685258970851
test,ensemble,436,0.7635570009541122,0.6279657382405114,0.8052798625207436,0.743172266350482,0.966401557846133,0.9501026748524853,20.974198145782093,0.8541881492512132,0.6482709392174424
