experiment,arch,encoder_name,encoder_weights,seed,seg_loss,dice,iou,sensitivity,precision,specificity,accuracy,hd95,cldice,boundary_f1,aggregate_csv,train_log
"smp_deeplabv3plus_resnet34_20260623_imagenet","deeplabv3plus","resnet34","imagenet",42,"bce_dice",0.7456393289827016,0.6053609790461819,0.7868480797713363,0.7276889517513341,0.9633402134808089,0.9457391161445708,23.575138150115837,0.8340514924016241,0.6246918388516401,"D:\Projects_\JiaBi_new\results\experiments\all_filtered\smp_deeplabv3plus_resnet34_20260623_imagenet\0625_1635\aggregate_results.csv","results\smp_strong_baselines_20260623\logs\smp_deeplabv3plus_resnet34_20260623_imagenet.log"
"smp_fpn_resnet34_20260623_imagenet","fpn","resnet34","imagenet",42,"bce_dice",0.7446021958001247,0.6044874747128121,0.7910656844794834,0.7243432386171323,0.9642318410219857,0.94606945492888,25.694894828681978,0.8300674968560273,0.6130773809572317,"D:\Projects_\JiaBi_new\results\experiments\all_filtered\smp_fpn_resnet34_20260623_imagenet\0625_1650\aggregate_results.csv","results\smp_strong_baselines_20260623\logs\smp_fpn_resnet34_20260623_imagenet.log"
"smp_unetplusplus_efficientnet_b3_20260623_imagenet","unetplusplus","efficientnet-b3","imagenet",42,"bce_dice",0.7504870877848553,0.6116093787597752,0.7893656450394606,0.7325581340179058,0.9651815912162739,0.9470805596875908,23.339759309647736,0.8395360603554715,0.6315343936827422,"D:\Projects_\JiaBi_new\results\experiments\all_filtered\smp_unetplusplus_efficientnet_b3_20260623_imagenet\0625_1703\aggregate_results.csv","results\smp_strong_baselines_20260623\logs\smp_unetplusplus_efficientnet_b3_20260623_imagenet.log"
