experiment,seed,teacher_weight,lambda_decoder,dice,iou,sensitivity,precision,specificity,accuracy,hd95,cldice,boundary_f1,aggregate_csv,weight
"DecoderDistillV2_direct_green_teacher_pretrained_seed42",42,"results\experiments\all_filtered\direct_green_baseline_20260620\0620_0119\best_model.pth",0.1,0.7542518480471002,0.6162138534268574,0.8121563464349838,0.7220239128656031,0.961901681842166,0.9464723429556801,23.44036321359398,0.843790196798671,0.6290071378151065,"D:\Projects_\JiaBi_new\results\unified_eval_decoder_distill_v2_20260710\20260710_101910\aggregate_results.csv","D:\Projects_\JiaBi_new\results\experiments\all_filtered\decoder_distill_v2_direct_green_teacher_pretrained_seed42_20260710\0710_0812\best_model.pth"
